hip,proper,ra,dec,mag,dist,spect,ci,con,bayer
51302,,10.478878,-3.742385,6.05,79.2393,A1sp...,0.059,Sex,
51313,,10.481274,-64.172278,5.27,813.0081,K3Ib,1.856,Car,
51327,,10.484362,-65.176244,6.42,204.0816,M1III,1.675,Car,
51362,,10.491306,-2.739078,5.19,98.7167,B9.5V,-0.05,Sex,Del
51364,,10.491383,-29.663832,5.58,110.1322,K3III,1.42,Hya,
51376,,10.493161,-30.607065,5.57,133.1558,B9/B9.5V,-0.041,Ant,Del
51384,,10.495037,84.252009,5.52,40.6339,F0IV,0.244,Cam,
51401,,10.498453,65.626233,6.32,101.2146,K2III:,1.141,UMa,
51420,,10.501792,38.925132,5.79,231.4815,A4V,0.087,LMi,
51425,,10.502445,-66.984654,6.19,268.8172,B4IV,-0.004,Car,
51437,,10.504855,-0.637026,5.08,124.0695,B6V,-0.138,Sex,Bet
51438,,10.505581,-71.992793,4.72,79.8722,A2III,0.042,Car,
51448,,10.507396,64.257689,6.07,94.2507,A7III,0.178,UMa,
51459,,10.510461,55.980536,4.82,12.7796,F8V,0.541,UMa,
51461,,10.510901,-61.356474,6.41,225.7336,M2III,1.65,Car,
51490,,10.516323,-7.63755,6.2,348.4321,K5III+...,1.377,Sex,
51491,,10.516622,-13.58847,5.59,160.2564,B8/B9IV/V,-0.028,Hya,
51495,,10.517242,-73.22149,4.94,316.4557,K4/K5III,1.677,Car,
51502,,10.518048,82.558587,5.25,21.5008,F2V,0.399,Cam,
51523,,10.522775,-53.715484,4.89,21.8103,F6V,0.5,Vel,
51551,,10.53019,-28.237103,6.04,42.6985,F6/F7V,0.501,Hya,
51556,,10.530937,32.379554,5.9,78.0031,A0IV,0.114,LMi,
51560,,10.532401,-45.06966,6.04,194.5525,B4,-0.096,Vel,
51561,,10.532622,-45.06671,5.76,166.9449,B9,-0.194,Vel,
51576,,10.533743,-61.685332,3.3,148.1481,B4Vne,-0.089,Car,
51585,,10.536604,14.13727,5.43,212.766,M2III,1.696,Leo,
51610,,10.54267,-44.618508,5.91,121.8027,G6/G8III,0.92,Vel,
51623,,10.546615,-58.666745,5.98,100000.0,A2Iab,0.29,Car,
51624,Shaomin,10.546853,9.306586,3.84,100000.0,B1Ib SB,-0.148,Leo,Rho
51635,,10.54913,-47.003353,5.02,401.6064,K4III,1.045,Vel,
51658,,10.553865,40.42556,4.72,34.626,A7IV,0.222,UMa,
51676,,10.557054,-58.190149,6.09,100000.0,B7Ia,0.325,Car,
51685,,10.558587,34.988695,5.57,209.6436,A2Vn,0.029,LMi,
51718,,10.566912,-23.745165,5.08,244.4988,K5III,1.596,Hya,
51732,,10.570199,-60.987629,6.25,259.0674,K2/K3III,1.399,Car,
51775,,10.580004,6.953749,5.07,81.5661,G8II-III,0.921,Leo,
51795,,10.582696,-23.176248,6.1,65.9196,F6V,0.496,Hya,
51802,,10.583933,8.650425,5.67,131.406,A2V,0.059,Leo,
51808,,10.584878,75.712948,4.86,75.815,K0III,0.957,Dra,
51814,,10.586017,57.082637,5.16,26.5252,F1V,0.349,UMa,
51816,,10.586229,-43.664587,6.09,348.4321,G8/K0II/III,0.94,Vel,
51821,,10.586905,-39.562589,5.5,268.0965,C,3.015,Ant,
51835,,10.59022,-76.308986,6.29,142.0455,K2III,1.205,Cha,
51839,,10.591166,-78.607786,4.11,128.041,M0III,1.58,Cha,Gam
51849,,10.59314,-57.557636,4.45,361.0108,K3/K4II,1.604,Car,
51852,,10.594129,-18.568978,6.49,79.4281,A5IV/V,0.199,Hya,
51883,,10.600558,80.494629,6.48,160.2564,G4III:,0.963,Dra,
51885,,10.601252,-26.675479,6.29,41.2541,F5V,0.475,Hya,
51905,,10.604628,-16.344326,6.01,232.0186,M1III,1.638,Hya,Phi-2
51912,,10.605706,-59.564392,5.08,80.5153,K1III,1.172,Car,
51914,,10.605949,36.326927,6.29,47.9616,F3V,0.436,LMi,
51933,,10.608994,-12.230121,5.71,25.0752,F7V,0.528,Hya,
51979,,10.620481,-27.412634,4.87,149.4768,M1III,1.626,Hya,
51984,,10.621144,-53.85526,6.43,438.5965,B3Vn,-0.15,Vel,
51986,,10.621717,-48.22562,3.84,26.8384,A3m+...,0.3,Vel,
52004,,10.624187,-58.733339,5.47,100000.0,A0Ia,0.5,Car,
52009,,10.625909,-13.384543,4.89,208.3333,C,2.8,Hya,
52032,,10.631185,34.078623,6.42,442.4779,K0,1.364,LMi,
52043,,10.63407,-57.256309,5.89,308.642,B3IV,-0.128,Car,
52085,,10.643043,-16.876572,4.91,64.5578,G8III,0.922,Hya,Phi-3
52098,,10.645337,31.976237,4.68,177.305,G0II,0.823,LMi,
52102,,10.645834,-59.182997,4.69,719.4245,K4/K5III:,1.562,Car,
52103,,10.645941,-59.26242,6.5,452.4887,B4/B5III/IV,-0.098,Car,
52112,,10.64731,-42.753443,6.1,198.0198,Am+...,0.661,Vel,
52113,,10.647337,-12.443618,6.04,111.3586,A0Vn,-0.007,Hya,
52127,,10.649906,-58.816854,5.96,209.205,M1III,1.692,Car,
52136,,10.651581,53.6683,5.55,139.0821,K3III,1.27,UMa,
52139,,10.65213,37.91,5.84,52.3286,F9V,0.595,LMi,
52150,,10.654424,-74.493384,6.08,436.6812,K3II,1.683,Car,
52154,,10.655112,-55.603268,4.29,257.732,G2II,1.025,Vel,
52160,,10.656346,-64.111788,6.33,146.1988,B8V,-0.072,Car,
52221,,10.669848,-65.100209,5.51,160.5136,B9p Si,-0.158,Car,
52273,,10.680984,-35.741718,6.36,277.0083,G8/K0III+..,0.917,Ant,
52308,,10.6882,-59.676916,6.35,100000.0,WN7 + A(SB1),0.088,Car,
52316,,10.690052,-1.741491,6.25,36.8189,K1IV,0.88,Sex,
52338,,10.696747,68.443499,5.74,157.4803,K3III,1.315,UMa,
52340,,10.697657,-79.783288,5.97,284.0909,B5IV,-0.071,Cha,
52353,,10.69908,65.71628,5.12,69.541,K2IIIvar,1.207,UMa,
52366,,10.70313,31.696998,6.02,248.7562,M2III,1.617,LMi,
52370,,10.703926,-64.466426,4.76,139.0821,B3V,-0.139,Car,
52391,,10.708715,-13.974514,6.24,254.4529,K3/K4III:,1.54,Hya,
52405,,10.711269,-59.215759,5.36,100000.0,B2.5Ia,0.213,Car,
52407,,10.711997,-32.715673,5.63,187.2659,A0V,0.006,Ant,
52419,,10.715949,-64.39445,2.74,139.6648,B0Vp,-0.22,Car,The
52422,,10.717191,26.325577,5.51,48.3793,A4Vn,0.16,LMi,
52425,,10.717789,69.076214,5.01,128.041,K3III,1.406,UMa,
52452,,10.722478,4.747669,5.77,169.4915,K3III+...,1.168,Sex,
52457,,10.7236,23.188404,5.08,70.2741,A3Vn,0.042,LMi,
52468,,10.725639,-60.566619,4.58,349.6503,K3Ib,1.7,Car,
52469,,10.725822,46.203877,5.18,37.092,F5III,0.324,UMa,
52478,,10.728702,57.199203,5.79,113.3787,A0Vs,-0.038,UMa,
52487,,10.73089,-64.249042,5.74,359.7122,B3:V,0.012,Car,
52488,,10.731184,-60.117783,6.45,100000.0,WN7 + A,-0.017,Car,
52502,,10.735258,-63.961072,4.8,150.8296,B5Vn,-0.134,Car,
52513,,10.737375,19.758834,6.27,66.9344,A5V,0.196,Leo,
52520,,10.73891,-70.859721,6.25,103.4126,A5IV/V,0.208,Car,
52526,,10.739699,-59.99332,6.32,598.8024,B0Ib:,-0.31,Car,
52535,,10.74088,-72.443498,6.26,32.1234,F6V,0.51,Car,
52537,,10.742331,-70.855255,6.43,100.6036,A6IV,0.227,Car,
52577,,10.751118,67.411384,5.95,380.2281,C5II,2.382,UMa,
52584,,10.752627,2.48797,6.27,147.0588,K4III,1.212,Sex,
52595,,10.754546,-80.469597,5.46,106.8376,K0III,0.957,Cha,Del-1
52633,,10.763087,-80.540188,4.45,107.5269,B2.5IV,-0.188,Cha,Del-2
52638,,10.764416,30.682313,5.36,117.2333,A1Vn,-0.05,LMi,
52660,,10.768245,6.373183,6.38,99.6016,K1III:,1.121,Leo,
52678,,10.771269,-64.514559,5.33,145.9854,B7:V,-0.096,Car,
52679,,10.771414,-60.602872,6.26,120.3369,A0IV,0.038,Car,
52685,,10.772919,57.365914,6.34,214.5923,M1III,1.568,UMa,
52686,,10.773484,18.891523,5.5,57.2082,K3III,1.134,Leo,
52689,,10.773689,14.194645,5.49,88.1057,G4III:,0.908,Leo,
52701,,10.774889,-64.263242,5.23,145.9854,B7IV,-0.077,Car,
52709,,10.776984,-43.192673,6.29,72.4113,A4IV,0.202,Vel,
52727,,10.779488,-49.420255,2.69,35.9195,G5III SB,0.901,Vel,Mu
52730,,10.780024,-69.209786,6.34,763.3588,A2IV,0.18,Car,
52736,,10.780898,-64.383474,4.87,147.2754,B3IV,-0.149,Car,
52737,,10.781127,-17.296874,5.44,63.1313,A3V,0.112,Hya,
52742,,10.782634,-56.757192,5.14,161.2903,B8/B9III,-0.08,Vel,
52785,,10.791836,-69.437733,6.35,427.3504,B2IV,-0.085,Car,
52797,,10.794001,-57.467411,6.29,769.2308,M1II,1.673,Car,
52806,,10.795646,-59.875257,6.47,357.1429,B5Vvar,-0.121,Car,
52815,,10.798206,-64.262842,6.46,145.3488,B9.5V,0.008,Car,
52827,,10.801503,-59.919163,5.98,100000.0,A0Ia,0.274,Car,
52841,,10.803921,-31.68785,5.87,143.0615,A1V,0.028,Hya,
52863,,10.811266,-1.958896,5.92,167.5042,M2III,1.608,Sex,
52877,,10.813852,65.132491,6.4,120.7729,A1V,-0.022,UMa,
52882,,10.815899,29.416057,6.15,181.1594,K0,1.144,LMi,
52911,,10.820953,10.545202,5.32,116.6861,A2V,0.035,Leo,
52922,,10.823457,-59.323793,5.85,225.7336,B9.5IV/V,0.008,Car,
52929,,10.824669,63.810029,6.42,276.2431,K0,1.287,UMa,
52943,,10.827079,-16.193648,3.11,44.0723,K0/K1III,1.232,Hya,Nu
52948,,10.828747,-9.852695,5.85,104.4932,G8III:,1.074,Sex,
52959,,10.831591,27.973948,6.05,86.6551,F5V,0.399,LMi,
52965,,10.832506,-34.058183,5.61,132.4503,A1V,0.038,Ant,
52980,,10.838349,-8.897763,5.8,95.2381,A3m,0.156,Sex,
53035,,10.851502,-3.092667,5.95,155.0388,K2,1.475,Sex,
53043,,10.853067,56.58225,5.66,109.529,K2III,1.132,UMa,
53064,,10.856594,59.320119,5.57,83.5422,K2III,1.16,UMa,
53100,,10.863028,-57.272315,6.29,170.3578,A6III,0.226,Car,
53141,,10.87047,1.024973,6.37,273.9726,A3V,0.087,Leo,
53151,,10.874628,-79.559437,6.36,621.118,K2II/III,1.46,Cha,
53154,,10.875236,-57.240405,5.26,100000.0,B9Ia,0.13,Car,
53157,,10.875578,52.503605,6.44,96.9932,K2III,1.114,UMa,
53167,,10.876692,-0.201657,6.31,274.7253,K5III,1.503,Leo,
53229,Praecipua,10.888526,34.214871,3.79,29.0867,K0III-IV,1.04,LMi,
53231,,10.889215,-58.893453,6.26,349.6503,B5V,-0.104,Car,
53240,,10.890267,-2.255209,6.12,79.3021,K0III+...,0.913,Leo,
53252,,10.891536,-20.138731,5.23,30.8071,F6V,0.48,Hya,
53253,,10.891559,-58.853171,3.78,29.129,K0III-IV...,0.945,Car,
53257,,10.891986,69.853881,5.91,44.287,G9IV,1.01,UMa,
53259,,10.892473,-15.445825,6.34,73.8007,K2III,1.176,Crt,
53260,,10.892615,-56.420501,6.45,100000.0,K2III,1.392,Vel,
53261,,10.892911,54.585128,5.12,200.4008,K3III,1.355,UMa,
53272,,10.895031,-70.720337,5.99,233.1002,B6V,-0.02,Car,
53273,,10.895476,-2.129205,5.45,95.8773,G8III,0.966,Leo,
53295,,10.899648,43.189956,4.66,75.5287,A1Vs,-0.039,UMa,Ome
53316,,10.904938,-13.758036,5.65,151.0574,K0III + (G),0.832,Crt,
53334,,10.908222,-61.826622,5.95,442.4779,K4III,1.736,Car,
53355,,10.911714,25.490722,6.19,118.9061,A8V,0.291,LMi,
53377,,10.916163,34.034798,5.73,88.8889,G7III:,1.032,UMa,
53379,,10.916948,-42.251098,6.08,149.925,A0p...,-0.061,Vel,
53387,,10.919881,-20.664963,6.45,179.2115,K1III,1.098,Hya,
53394,,10.921456,-60.517003,5.93,93.4579,K0III,1.065,Car,
53411,,10.924228,-43.020528,6.4,100.1001,A0V,0.068,Vel,
53417,,10.92689,24.749718,4.3,87.9507,A1,0.016,Leo,
53423,,10.928444,0.736922,5.91,44.8632,F2III,0.425,Leo,
53426,,10.928999,33.506929,5.02,72.6216,K1III,1.101,UMa,
53449,,10.933742,6.185371,5.91,119.1895,M5IIIvar,1.256,Leo,
53465,,10.937365,42.008155,6.03,95.511,K2III,1.123,UMa,
53472,,10.938015,22.351682,6.17,230.9469,K2,1.549,Leo,
53492,,10.942897,25.500244,6.36,78.4929,K0,1.036,LMi,
53502,,10.945289,-37.137765,4.6,58.2751,K0III,1.006,Ant,Iot
53530,,10.952183,-50.765018,5.9,102.9866,A7Vni,0.173,Vel,
53546,,10.954389,-75.099761,6.16,961.5385,K1II,1.531,Car,
53556,,10.955613,-69.038055,6.48,267.3797,B7V,0.0,Car,
53589,,10.963386,-59.73219,6.36,100000.0,G3Ia,0.84,Car,
53699,,10.98715,-33.737595,5.7,48.5201,F2V,0.374,Hya,
53701,,10.98723,-61.320739,6.16,118.2033,B8IV,-0.064,Car,
53702,,10.987258,-84.593893,6.19,105.4852,A1V,0.1,Oct,Eta
53706,,10.9883,51.882359,6.22,211.8644,K0,1.352,UMa,
53721,Chalawan,10.99112,40.430257,5.03,14.0627,G0V,0.624,UMa,
53723,,10.991925,-16.353701,5.88,202.8398,M1III,1.6,Crt,
53726,,10.992438,36.0931,5.99,253.8071,M2III,1.595,UMa,
53740,Alkes,10.996244,-18.298783,4.08,48.8043,K1III,1.079,Crt,Alp
53761,,10.99916,77.770174,6.18,161.2903,G9III,0.966,Dra,
53762,,10.999831,-43.80711,5.81,93.5454,B8/B9V,-0.064,Vel,
53771,,11.002306,-51.8178,6.15,61.0874,A3III/IV,0.188,Vel,
53773,,11.002572,-42.225859,4.37,60.1685,A3IV,0.116,Vel,
53778,,11.003248,-14.083368,5.86,142.6534,K5III,1.501,Crt,
53781,,11.004084,45.526276,5.47,253.1646,K5III,1.466,UMa,
53791,,11.00575,42.911724,6.03,44.3459,F9V,0.584,UMa,
53798,,11.007101,51.502101,6.41,175.7469,G9III,1.007,UMa,
53807,,11.009347,3.617494,4.84,110.4972,K1III,1.144,Leo,
53811,,11.010078,-53.111831,6.44,122.2494,K3III,1.28,Vel,
53818,,11.011331,-31.839368,6.06,31.3873,F8V,0.527,Hya,
53824,,11.012445,6.101449,4.98,46.3607,A5III,0.166,Leo,
53838,,11.014009,39.212092,5.06,115.4734,Am,0.255,UMa,
53849,,11.015941,-15.792682,6.35,145.1379,K0III,1.172,Crt,
53860,,11.018249,63.42111,6.38,89.3655,A2m,0.169,UMa,
53907,,11.030465,-2.484585,4.73,179.2115,K5III,1.593,Leo,
53910,Merak,11.030677,56.382427,2.34,24.4499,A1V,0.033,UMa,Bet
53940,,11.03718,-41.114145,6.48,448.4305,M4III,1.474,Vel,
53954,,11.038827,20.179842,4.42,38.8651,A1m,0.053,Leo,
53963,,11.040125,-26.831505,6.21,56.0852,A9III/IV,0.307,Hya,
54027,,11.054039,-0.752344,6.12,55.9284,F0V,0.269,Leo,
54029,,11.054133,-11.30347,5.51,103.8422,G7III...,0.938,Crt,
54030,,11.054461,-31.960849,6.44,214.1328,M2/M3III,1.616,Hya,
54038,,11.057604,70.03074,6.44,238.0952,K0,1.28,UMa,
54048,,11.060149,-13.43492,6.34,165.5629,G8III,0.86,Crt,
54049,,11.060164,-0.000833,5.95,185.8736,K3III,1.218,Leo,
54061,Dubhe,11.062155,61.751033,1.81,37.679,F7V comp,1.061,UMa,Alp
54082,,11.066733,-57.955331,6.16,840.3361,B3III,-0.167,Car,
54136,,11.075344,38.241365,6.01,78.8644,A3III-IV,0.165,UMa,
54137,,11.075343,-47.679103,5.67,87.6424,A8III/IV,0.256,Vel,
54173,,11.081721,-35.804678,5.43,158.7302,A0V,0.021,Ant,
54182,,11.083619,7.336007,4.62,28.9939,F2III-IVvar,0.332,Leo,Chi
54185,,11.084478,-49.392299,6.11,149.7006,B9V,-0.019,Vel,
54204,,11.088867,-27.293612,4.92,43.2339,F3IV/V,0.369,Hya,Chi-1
54214,,11.092776,-11.088901,6.09,59.7015,F0Vn,0.301,Crt,
54255,,11.099324,-27.287853,5.69,212.3142,B8V,-0.067,Hya,Chi-2
54264,,11.101595,-51.21292,6.28,124.533,G6IV,0.943,Cen,
54289,,11.106747,-64.839972,6.39,134.5895,A3V,0.114,Car,
54291,,11.107648,-50.956725,6.31,117.096,K2II,1.156,Cen,
54294,,11.108137,-58.675021,6.07,398.4064,K2II/III,1.21,Car,
54301,,11.109015,-62.424113,4.62,122.1001,G8III,0.988,Car,
54319,,11.11223,17.737364,6.4,293.2551,K5,1.555,Leo,
54327,,11.113866,-70.87793,5.58,252.5253,B2V,-0.07,Car,
54336,,11.115058,1.955525,5.52,63.2111,G9IIICN...,0.955,Leo,
54360,,11.121308,-42.638681,5.15,84.1043,Ap SrCrEu,0.029,Cen,
54380,,11.126149,-48.639982,6.44,173.0104,K3III,1.486,Cen,
54388,,11.127696,23.323762,6.48,77.4593,A5m,0.164,Leo,
54430,,11.137715,-29.972486,6.47,132.8021,A1V,0.029,Hya,
54461,,11.142778,-61.947175,5.11,100000.0,B9Ia,0.195,Car,
54463,,11.143165,-58.975037,3.93,100000.0,G0Ia0,1.225,Car,
54477,,11.145557,-28.08067,5.43,55.6483,A1V,0.069,Hya,
54487,,11.146969,24.658464,5.7,141.2429,A3IV,0.081,Leo,
54522,,11.155302,36.309379,5.71,117.096,M3.5III,1.4,UMa,
54537,,11.160699,43.207736,5.89,168.0672,M2III,1.564,UMa,
54539,,11.161062,44.498487,3.0,44.3066,K1III,1.144,UMa,Psi
54540,,11.161074,67.210208,6.07,111.2347,F0sp...,0.225,UMa,
54561,,11.164831,-32.367529,5.79,120.919,A1V,0.027,Hya,
54673,,11.191545,-71.436189,6.34,173.913,K2/K3III,1.373,Car,
54682,,11.194302,-22.825847,4.46,104.2753,A1V,0.025,Crt,Bet
54688,,11.195488,14.400153,6.3,56.1798,A5V,0.209,Leo,
54703,,11.199401,-26.806114,6.43,138.6963,K0III,0.924,Hya,
54708,,11.200991,-58.423355,6.24,242.7184,M4III,1.495,Car,
54718,,11.202837,-46.266761,6.27,90.009,A1V,0.155,Cen,
54721,,11.203031,68.27187,6.4,90.7441,A3V,0.127,UMa,
54725,,11.204108,-32.433793,6.35,281.6901,M2/M3III,1.683,Hya,
54742,,11.208437,-18.499862,6.11,153.8462,A0V,-0.004,Crt,Psi
54745,,11.208996,35.81408,6.41,21.925,G0V,0.6,UMa,
54746,,11.209191,-49.100996,5.37,50.4032,A2III,0.175,Cen,
54749,,11.209667,-21.749339,6.39,189.7533,K3III,1.381,Crt,
54751,,11.210005,-60.317625,4.59,100000.0,A6Ia,0.541,Car,
54767,,11.212568,-64.16977,5.22,95.8773,B9V,-0.082,Car,
54783,,11.215757,-49.73609,6.12,260.4167,G8II/III,1.055,Cen,
54811,,11.220746,-44.372216,5.77,192.6782,K5/M0III,1.661,Cen,
54829,,11.225219,-59.619318,5.74,675.6757,B1.5V,-0.106,Car,
54840,,11.227611,-53.231813,5.75,130.039,K2III,1.309,Cen,
54842,,11.227804,41.088837,6.33,114.0251,K2III,1.15,UMa,
54849,,11.22932,-0.069502,5.4,161.8123,A0V,-0.02,Leo,
54863,,11.233843,8.060695,5.79,60.5694,K3III,1.128,Leo,
54872,Zosma,11.235138,20.523717,2.56,17.9147,A4V,0.128,Leo,Del
54879,Chertan,11.237335,15.42957,3.33,50.6073,A2V,-0.003,Leo,The
54929,,11.248368,-43.733703,6.22,244.4988,K4III,1.606,Cen,
54951,,11.253397,23.095502,4.56,294.1176,M3III,1.657,Leo,
55003,,11.261877,-57.355882,6.42,193.7984,A3V,0.098,Car,
55016,,11.264417,13.307578,5.31,118.4834,K3III,1.189,Leo,
55068,,11.274405,-45.880012,6.3,52.0021,F3V,0.403,Cen,
55084,,11.277695,-3.651601,4.45,56.4653,A7IVn,0.21,Leo,Phi
55086,,11.278299,49.47625,5.88,137.5516,K0III:,1.102,UMa,
55106,,11.282827,-7.134689,6.11,129.5337,A2p...,0.211,Crt,
55130,,11.286672,-38.014367,6.24,72.6744,A1V,0.105,Cen,
55133,,11.287315,-41.934326,6.46,105.3741,A0V,0.015,Cen,
55137,,11.288167,2.010556,5.18,101.833,M0III comp,1.511,Leo,
55140,,11.288619,-67.823515,6.06,746.2687,M2III,1.753,Car,
55164,,11.29413,-34.737348,6.44,47.4608,F3V,0.408,Hya,
55219,Alula Borealis,11.307983,33.094306,3.49,122.399,K3III SB,1.4,UMa,Nu
55225,,11.309511,-79.668651,6.35,61.1247,A8IIIm...,0.266,Cha,
55249,,11.315266,1.650395,5.9,90.2527,K0III:,1.04,Leo,
55266,,11.318864,38.185557,4.76,58.8235,A2V,0.113,UMa,
55280,,11.321297,-64.582491,5.99,36.6838,F6IV,0.471,Car,
55282,,11.322347,-14.778541,3.56,56.9476,K0III,1.112,Crt,Del
55308,,11.326824,-75.142452,6.26,160.5136,B9.5/A0V,-0.016,Mus,
55332,,11.330781,-72.958291,6.46,147.7105,A0V,0.004,Mus,
55350,,11.334486,-71.994337,6.41,257.0694,B4V,0.019,Mus,
55412,,11.348259,67.100734,6.2,127.2265,G8,1.018,UMa,
55425,,11.350117,-54.491019,3.9,109.6491,B5Vn,-0.157,Cen,Pi
55434,,11.352276,6.029322,4.05,67.4764,B9.5Vs,-0.058,Leo,Sig
55485,,11.363699,57.074857,6.43,80.8407,A7Vn,0.161,UMa,
55497,,11.365851,-77.608369,6.43,74.239,A5III/IV,0.202,Cha,
55528,,11.373089,-44.645924,6.1,107.6426,G8III,0.926,Cen,
55560,,11.380442,43.482703,4.99,163.3987,G8II,0.998,UMa,
55564,,11.380902,64.330513,6.02,86.8056,A3V,0.085,UMa,
55581,,11.385596,-56.779355,5.82,233.1002,A4:p,-0.004,Cen,
55588,,11.386857,-36.164769,5.0,323.6246,K4III,1.464,Cen,
55595,,11.38832,0.13205,6.05,193.4236,K3,1.464,Leo,
55597,,11.389283,-64.954714,5.09,123.7624,B5,-0.061,Mus,
55598,,11.389415,-18.779973,5.08,42.8816,F3IV,0.439,Crt,Lam
55642,,11.398736,10.529509,4.0,23.6742,F2IV SB,0.423,Leo,Iot
55645,,11.399042,-57.880437,6.5,189.0359,M0III,1.504,Cen,
55650,,11.400646,1.407765,5.39,108.4599,G8IIICN...,0.938,Leo,
55657,,11.4031,-72.256608,5.55,304.878,B2IV-V,0.017,Mus,
55667,,11.406127,-42.669102,6.13,847.4576,B2IV-V,-0.175,Cen,
55687,,11.410164,-10.859323,4.81,115.3403,K5III,1.556,Crt,Eps
55705,,11.414702,-17.68401,4.06,25.2398,A9V,0.216,Crt,Gam
55716,,11.416369,11.430292,5.8,150.3759,K4III,1.376,Leo,
55756,,11.424852,-36.063062,5.21,84.0336,K0III,0.979,Cen,
55763,,11.425862,-37.747575,5.87,136.7989,M3III,1.503,Cen,
55765,,11.426771,16.456539,5.58,43.9174,F2V,0.39,Leo,
55779,,11.428717,-63.972475,5.18,27.2183,F7V,0.495,Cen,
55791,,11.430571,3.86011,6.35,55.9284,F3IV,0.345,Leo,
55797,,11.43254,55.850459,5.73,94.0734,K0III,0.988,UMa,
55821,,11.440434,33.450608,6.33,56.8505,F6IV,0.454,UMa,
55831,,11.443174,-61.115167,5.22,418.41,B3IV,-0.077,Cen,
55846,,11.445923,3.013102,6.49,17.7462,K0IV,0.778,Leo,
55849,,11.446467,-53.159915,5.8,187.6173,K0III+...,0.517,Cen,
55874,,11.452644,-12.356749,5.93,70.0771,F4III-IV,0.49,Crt,Kap
55941,,11.464919,-1.699946,6.23,161.0306,K2III:,1.037,Leo,
55945,,11.465622,2.856265,4.95,172.4138,G8II-III,1.0,Leo,Tau
55953,,11.466297,-35.328849,6.44,358.4229,K4/K5III,1.614,Hya,
55979,,11.471791,-72.473977,6.09,240.3846,B3V,0.101,Mus,
56000,,11.476413,-42.674203,5.14,214.5923,B9V,-0.028,Cen,
56034,,11.484481,39.336974,5.3,65.2316,A2V,0.019,UMa,
56035,,11.484621,61.778368,5.83,33.3,F5Vawvar,0.382,UMa,
56050,,11.487539,-63.553937,6.45,100000.0,B2Ia,0.32,Cen,
56078,,11.494061,-24.464011,5.77,136.612,A0V,0.067,Crt,
56080,,11.494957,15.413269,5.74,134.2282,K4III,1.371,Leo,
56083,,11.495446,56.737573,6.29,67.2043,A4m,0.157,UMa,
56127,,11.505248,-3.003501,4.77,185.1852,K4III,1.529,Leo,
56135,,11.506896,46.657533,6.3,261.0966,K2IIICN-1,1.265,UMa,
56146,,11.508065,18.409801,5.54,96.5251,K0III,1.056,Leo,
56148,,11.508651,43.173242,5.94,53.4188,F4V,0.524,UMa,
56170,,11.514726,47.928918,6.4,99.2063,G9IV,0.879,UMa,
56201,,11.520847,-61.278463,6.28,100000.0,A3Iae,0.473,Cen,
56211,Giausar,11.523407,69.331076,3.82,102.145,M0IIIvar,1.613,Dra,Lam
56242,,11.529153,14.364505,6.27,23.3263,G0V,0.57,Leo,
56243,,11.529464,-59.442061,5.07,100000.0,G0Ia,1.026,Cen,Omi-1
56245,,11.529877,-20.776472,6.24,38.4911,F7V,0.537,Crt,
56250,,11.530223,-59.515648,5.12,100000.0,A3Ia,0.432,Cen,Omi-2
56253,,11.530832,81.127257,6.12,59.2066,A2m,0.264,Cam,
56280,,11.53789,-29.261022,4.93,26.295,F8V,0.54,Hya,
56287,,11.538888,-66.961823,5.89,93.985,K1IIICN...,1.136,Mus,
56290,,11.539097,61.08252,5.46,27.9877,F6V,0.515,UMa,
56293,,11.539802,-26.746805,6.15,220.2643,M2III,1.67,Hya,
56318,,11.546538,-7.827523,5.94,147.4926,K4III,1.38,Crt,
56319,,11.546693,-40.436194,5.64,171.2329,M1III,1.578,Cen,
56332,,11.54837,-31.087226,5.13,119.1895,M1/M2III,1.581,Hya,
56343,,11.550038,-31.857625,3.54,39.7456,G8III,0.947,Hya,Xi
56364,,11.554117,-16.280381,6.05,124.533,F8/G0Ib/II,0.59,Crt,
56388,,11.560096,2.499034,6.49,375.9398,K5,1.601,Leo,
56391,,11.560337,-40.586637,5.39,118.2033,A2IV/V,0.117,Cen,
56410,,11.565639,36.815614,6.38,139.2758,K0III,1.057,UMa,
56445,,11.572764,3.060165,5.76,27.2257,F5V,0.48,Leo,
56452,,11.574878,-32.83134,5.96,9.5593,K0V,0.811,Hya,
56473,,11.57847,16.796915,5.95,581.3953,B4V,-0.156,Leo,
56480,,11.579355,-54.264091,4.62,130.719,B9V,-0.077,Cen,
56497,,11.582473,-49.13649,5.5,58.8235,K1III/IV,1.041,Cen,
56500,,11.583029,-4.361291,6.43,174.8252,K0,1.167,Leo,
56508,Formosa,11.584377,20.441545,6.45,122.2494,G9III,1.01,Leo,
56510,,11.584695,54.785419,5.63,134.5895,K0III,1.032,UMa,
56518,,11.58703,-47.37258,5.64,221.2389,M3III,1.682,Cen,
56550,,11.595094,-61.28787,6.23,100000.0,A0Ib,0.131,Cen,
56561,,11.596363,-63.019841,3.11,128.7001,B9II:,-0.044,Cen,Lam
56573,,11.598771,-47.641643,5.26,61.8047,A7m,0.257,Cen,
56583,,11.600744,69.322952,5.19,72.8332,K0III,0.974,Dra,
56601,,11.604987,27.781351,5.8,71.582,F0V,0.248,Leo,
56606,,11.606215,-61.052433,5.84,497.5124,B2.5IV,-0.102,Cen,
56620,,11.609706,-33.570057,5.71,111.6071,K0III,1.02,Hya,
