hip,proper,ra,dec,mag,dist,spect,ci,con,bayer
27989,Betelgeuse,5.919529,7.407063,0.45,152.6718,M2Ib,1.5,Ori,Alp
28010,,5.924975,-37.120668,4.97,102.0408,K1IIICN...,1.102,Col,Xi
28011,,5.925048,-4.616546,5.87,96.9932,K2III:,1.173,Ori,
28019,,5.926491,-4.788587,6.28,102.0408,A2III,0.056,Ori,
28085,,5.937296,-22.839975,5.95,88.6525,K0/K1III,1.107,Lep,
28098,,5.939151,-31.38244,5.52,510.2041,F2III,0.382,Col,Sig
28103,,5.940082,-14.1677,3.71,14.8787,F1V,0.337,Lep,Eta
28110,,5.941121,9.509396,5.97,120.048,A0IV,-0.038,Ori,
28117,,5.942713,28.942266,6.35,100000.0,A2II,0.275,Aur,
28118,,5.942899,-23.21531,6.37,137.1742,K0III,1.068,Lep,
28138,,5.946946,-31.976247,6.44,240.9639,G8III,1.07,Col,
28139,,5.947069,11.521058,5.89,94.6074,K2III,1.111,Ori,
28154,,5.948922,24.249689,6.03,100000.0,A0Ia,0.346,Tau,
28180,,5.953992,-53.425693,6.48,207.0393,K5/M0III,1.48,Pic,
28199,,5.958947,-35.28328,4.36,266.6667,B2.5IV,-0.165,Col,Gam
28205,,5.959716,66.096099,6.24,149.7006,K0,1.369,Cam,
28232,,5.965137,1.22431,6.22,148.8095,M0III,1.461,Ori,
28237,,5.966571,25.953912,4.81,476.1905,B1Ib,-0.088,Tau,
28252,,5.96992,-0.994018,6.21,103.5197,K0,1.14,Ori,
28271,,5.973456,1.837108,5.89,111.7318,A5me del Del,0.223,Ori,
28287,,5.977097,-44.034562,5.81,362.3188,G8II,1.061,Pic,
28296,,5.980437,0.552979,5.21,136.612,A1Vs,0.009,Ori,
28302,,5.981455,12.808264,5.7,243.309,K2III...,0.874,Ori,
28321,,5.983633,-9.382223,6.15,90.3342,F2IV,0.333,Mon,
28325,,5.984531,-9.55825,5.04,87.7963,A6m,0.189,Mon,
28328,,5.985778,-42.815135,3.96,144.7178,K0III,1.146,Col,Eta
28343,,5.989384,49.92454,5.9,328.9474,G5III,1.194,Aur,
28358,,5.992111,54.284656,3.72,38.6399,K0III,1.01,Aur,Del
28360,Menkalinan,5.992149,44.947433,1.9,24.8694,A2V,0.077,Aur,Bet
28380,Mahasim,5.995351,37.212585,2.65,50.7614,A0p Si,-0.083,Aur,The
28385,,5.996063,55.320857,6.42,101.3171,A5m,0.318,Aur,
28390,,5.996652,54.547009,6.14,94.162,K2III,1.197,Aur,
28404,,5.998917,45.936736,4.3,230.4147,M3IIvar,1.701,Aur,Pi
28413,,6.00093,-3.074253,4.53,129.0323,K2IIIvar,1.202,Ori,
28434,,6.004905,-12.900034,6.21,62.8536,F2IV,0.358,Lep,
28438,,6.005252,44.592013,6.21,107.9914,K2III...,1.128,Aur,
28484,,6.013661,-51.216319,5.65,65.189,A1m...,0.207,Pic,
28499,,6.016267,47.901923,5.71,354.6099,B9.5p SiFe,-0.007,Aur,
28500,,6.016793,27.572362,6.04,704.2254,B9Iab,0.218,Gem,
28517,,6.019457,31.034517,6.18,71.9424,A2V,0.095,Aur,
28520,,6.020305,-25.417763,6.04,109.8901,A0V,0.027,Lep,
28524,,6.021194,-33.911835,5.54,188.3239,K5III,1.58,Col,
28532,,6.022272,85.182113,6.17,416.6667,M0III,1.564,Cep,
28561,,6.02823,22.401001,6.36,240.9639,B8V,-0.071,Gem,
28562,,6.028627,48.959445,5.98,242.1308,K0,1.437,Aur,
28574,,6.030673,-10.59793,4.92,240.3846,B5III,-0.128,Mon,
28596,,6.035924,-60.09683,6.41,294.1176,M4III,1.508,Pic,
28614,,6.039722,9.647276,4.12,47.5059,Am...,0.17,Ori,Mu
28622,,6.042726,-14.497157,6.2,125.3133,K0III,0.947,Lep,
28634,,6.04587,47.809529,6.49,28.6123,F5,0.567,Aur,
28637,,6.046833,49.905678,6.04,130.2083,B9.5IV,-0.033,Aur,
28642,,6.048193,43.378334,6.38,106.9519,K0,1.205,Aur,
28644,,6.048657,32.635697,6.23,47.5511,F4V,0.456,Aur,
28656,,6.051198,57.018314,6.5,204.0816,G5,0.953,Cam,
28675,,6.054333,-26.284544,5.03,124.6883,K3II/IIICNv,1.335,Lep,
28677,,6.054982,42.911564,6.08,65.2316,K0III,0.979,Aur,
28686,,6.05688,11.681065,6.09,158.9825,A0Vs,-0.035,Ori,
28691,,6.057602,19.690561,5.14,220.2643,B8V,-0.097,Ori,
28716,,6.065329,20.138452,4.64,552.4862,B2Iavar,0.236,Ori,Chi-2
28734,,6.068671,23.263341,4.16,47.5511,G7III,0.835,Gem,
28744,,6.070417,-6.708941,5.19,403.2258,B2Vne+,-0.066,Mon,
28756,,6.072296,-32.17243,5.65,308.642,B2V,-0.186,Col,
28764,,6.074572,-45.036603,6.35,26.5675,G0IV-V,0.517,Pup,
28765,,6.074752,51.573395,6.39,134.9528,A7III,0.196,Aur,
28790,,6.077811,-45.078932,5.93,26.8962,F4V,0.493,Pup,
28812,,6.082829,5.41997,5.67,401.6064,G7III:,1.047,Ori,
28814,,6.082878,4.158671,5.63,100000.0,G4III,1.041,Ori,
28816,,6.083091,-16.484435,4.92,278.5515,Ap shell,0.196,Lep,
28820,,6.084051,37.964272,6.32,182.8154,K0III+...,0.825,Aur,
28823,,6.084276,42.981635,5.9,49.7265,F3V,0.358,Aur,
28829,,6.085619,59.39321,6.32,132.4503,K1III-IV,1.116,Cam,
28831,,6.085924,75.585919,6.28,240.9639,K5,1.512,Cam,
28854,,6.090842,-10.242596,5.88,54.9149,F4V:,0.374,Mon,
28855,,6.090882,-35.513647,5.8,83.1255,A0V,0.027,Col,
28861,,6.09275,33.59905,6.23,214.5923,B9sp...,-0.079,Aur,
28899,,6.101538,-29.758624,5.79,85.2515,A1V,0.041,Col,
28908,,6.102375,35.38774,6.12,25.6213,G0V,0.6,Aur,
28910,,6.10259,-14.935254,4.67,52.9661,A0V,0.046,Lep,The
28909,,6.102603,-66.039621,5.72,98.6193,A0V,-0.024,Dor,Eta-1
28930,,6.106235,29.512414,6.01,225.2252,M3II comp,1.73,Aur,
28943,,6.108916,-23.110846,5.46,141.0437,A2V,0.064,Lep,
28946,,6.109749,38.482644,5.35,104.4932,A4m,0.251,Aur,
28949,,6.11076,-4.193836,5.37,324.6753,B5IV,-0.122,Mon,
28951,,6.110883,63.453838,6.42,118.4834,K0,1.011,Cam,
28957,,6.111402,-42.298804,6.15,83.4028,Am,0.246,Col,Pi-1
28984,,6.115976,-21.812299,5.74,384.6154,M3II/III,1.584,Lep,
28988,,6.117187,-45.09151,6.48,112.7396,K1III,1.162,Pup,
28991,,6.117604,-62.154581,5.04,110.8647,K2/K3III,1.256,Pic,
28992,,6.117686,-34.312021,5.82,312.5,B4Vnn,-0.137,Col,
29025,,6.124099,41.854282,6.15,217.8649,K0III,1.202,Aur,
29034,Elkurud,6.125453,-37.25292,5.0,221.2389,B8:IV,-0.095,Col,The
29038,,6.126201,14.768472,4.42,158.2278,B3IV,-0.164,Ori,Nu
29048,,6.128233,-19.165866,5.28,257.0694,M1III,1.661,Lep,
29064,,6.13135,-42.154043,5.5,74.4602,A0V,0.007,Col,Pi-2
29114,,6.13976,41.055726,6.34,127.8772,G9III,1.044,Aur,
29129,,6.142953,-44.356212,6.26,227.2727,B8II,-0.135,Pup,
29134,,6.145643,-68.843409,5.06,91.9118,B8V,-0.072,Dor,Nu
29140,,6.146584,-6.821373,6.46,104.6025,G5,0.876,Mon,
29150,,6.149407,-22.427412,5.49,75.5287,A0V,-0.01,Lep,
29151,,6.149418,2.499692,5.7,200.8032,A3Vn,0.067,Ori,
29178,,6.15561,-18.126385,6.36,152.6718,B9Vn...,-0.04,Lep,
29185,,6.156508,-49.562831,6.48,59.1716,F8V,0.502,Pup,
29196,,6.15901,22.190262,5.93,632.9114,K4III,1.626,Gem,
29205,,6.15959,-14.584619,5.56,63.8162,K2III,1.15,Lep,
29210,,6.16007,-5.711429,6.16,62.5,F3IVw,0.352,Mon,
29225,,6.162218,23.113466,5.75,100000.0,B2.5Ib,0.192,Gem,
29233,,6.163096,-26.701086,6.27,145.9854,G8/K0III,1.01,Lep,
29234,,6.163322,-22.774343,5.71,49.0436,F5V,0.454,Lep,
29246,,6.16639,58.935694,5.35,116.8224,G8III,1.096,Cam,
29263,,6.169558,-40.353792,5.54,261.0966,M2II/III,1.665,Col,
29271,Hoerikwaggo,6.170632,-74.753045,5.08,10.1978,G5V,0.714,Men,Alp
29276,,6.171642,-54.968645,4.72,398.4064,B0.5IV,-0.229,Pic,Del
29294,,6.1763,-27.154343,5.72,101.1122,K1III,1.072,Lep,
29304,,6.177758,-45.281988,6.28,232.0186,A0V,-0.012,Pup,
29323,,6.183671,-6.754221,6.15,170.3578,A0sp...,0.01,Mon,
29326,,6.183825,18.130465,6.37,338.9831,K1II,1.35,Ori,
29348,,6.187117,60.453487,6.48,362.3188,M0,1.698,Cam,
29347,,6.187127,-26.4821,6.08,207.0393,B9.5IV/V,-0.021,Lep,
29353,,6.1875,-65.589417,5.01,196.4637,M2.5III,1.599,Dor,Eta-2
29371,,6.191086,13.638561,6.04,132.1004,A0Vnn,0.021,Ori,
29379,,6.192307,24.420253,5.83,174.216,K0III,1.11,Gem,
29388,,6.193496,48.710989,5.78,102.459,A3V+...,0.1,Aur,
29401,,6.195477,-4.66544,6.18,176.0563,B9MNp...,-0.079,Mon,
29404,,6.196087,52.647186,6.28,102.9866,A5m,0.141,Aur,
29417,,6.197726,-6.550287,5.06,366.3004,B2V,-0.201,Mon,
29426,,6.198999,14.208765,4.45,186.2197,B3IV,-0.18,Ori,Xi
29433,,6.200372,19.790543,5.76,255.102,B9.5V,-0.071,Ori,
29434,,6.200911,16.130406,4.95,162.0746,B5Vn,-0.149,Ori,
29451,,6.20559,32.69338,5.78,285.7143,M1III,1.646,Aur,
29490,,6.214182,65.718422,5.36,219.2982,K2II-III,1.344,Cam,
29509,,6.216548,6.016258,6.45,182.4818,M...,1.621,Ori,
29525,,6.220139,10.627144,6.43,17.9501,G8V,0.663,Ori,
29568,,6.22925,-23.861938,6.37,16.7224,G5V,0.713,CMa,
29569,,6.229262,51.172469,6.07,127.8772,K1III,1.051,Aur,
29575,,6.231732,-3.741374,5.83,94.2507,G8III,0.91,Ori,
29616,,6.241273,17.906353,5.86,162.0746,A6m,0.253,Ori,
29629,,6.243529,-4.568457,5.83,196.0784,B5V,-0.155,Mon,
29650,,6.247467,19.156448,5.2,20.816,F6V,0.43,Ori,
29651,,6.247592,-6.274776,3.99,152.6718,K3III,1.319,Mon,Gam
29655,Propus,6.247961,22.506799,3.31,117.9245,M3III,1.6,Gem,Eta
29679,,6.252334,-20.272186,5.88,226.2443,K2III,1.322,CMa,
29678,,6.252353,13.851098,5.91,366.3004,B1V,-0.231,Ori,
29692,,6.254923,-18.477163,5.99,62.5391,K1III,1.058,CMa,
29696,,6.256304,29.498076,4.32,54.2594,G8IIIvar,1.021,Aur,Kap
29704,,6.25698,16.143175,5.34,160.2564,B7V,-0.101,Ori,
29705,,6.257263,-9.035757,6.09,214.1328,B9III,-0.081,Mon,
29711,,6.258243,-4.914719,5.99,65.0618,A5IVs,0.097,Mon,
29716,,6.259518,-0.512189,5.62,37.1885,F6V,0.506,Ori,
29728,,6.26116,6.066166,6.07,200.4008,B6V,-0.124,Ori,
29730,,6.261257,59.998975,5.37,150.8296,K3III,1.339,Cam,
29735,,6.262468,-13.718414,5.0,125.0,B9V,-0.078,CMa,
29736,,6.26249,12.551067,5.44,357.1429,B9II-III,0.015,Ori,
29746,,6.264992,1.169078,6.37,96.2464,F5IV:,0.443,Ori,
29771,,6.268803,-16.618006,5.97,238.6635,B2/B3V,-0.167,CMa,
29788,,6.271892,-59.213504,6.44,37.4251,G1V,0.593,Pic,
29789,,6.271957,23.970027,6.09,136.9863,G8III,0.897,Gem,
29798,,6.273276,17.181607,6.39,294.1176,K5II,1.565,Ori,
29800,,6.274061,12.272163,5.04,19.2493,F5IV-V,0.431,Ori,
29807,,6.275871,-35.140519,4.37,55.9597,G8II,0.978,Col,Kap
29808,,6.276553,-39.264394,6.0,123.3046,A2Vm...,0.163,Col,
29840,,6.282974,23.740909,6.24,100000.0,B3Ia,0.446,Gem,
29842,,6.283675,-37.737445,5.54,91.5751,K2III,1.129,Col,
29843,,6.284331,-22.715229,6.05,40.2576,F8/G0V,0.576,CMa,
29850,,6.285172,9.94239,5.39,69.1085,A2V,0.106,Ori,
29852,,6.285991,-37.253498,5.88,61.9195,A2V,0.139,Col,
29860,,6.287816,5.100112,5.7,19.2493,G0.5Vb,0.61,Ori,
29895,,6.294923,-16.815908,5.15,189.7533,K1III,1.293,CMa,
29913,,6.297706,-52.733031,6.4,366.3004,K2/K3III,1.456,Car,
29919,,6.298563,61.515286,5.01,195.6947,M3III,1.843,Lyn,
29931,,6.301558,14.382859,6.12,220.2643,A3V,0.035,Ori,
29941,,6.303813,-19.966974,5.51,243.9024,B2/B3V,-0.163,CMa,
29949,,6.304684,46.360443,6.33,121.2121,K2III,1.113,Aur,
29982,,6.311209,9.047183,6.24,98.8142,K0,0.87,Ori,
29993,,6.313553,-15.024954,6.04,175.1313,M1III:,1.663,CMa,
29996,,6.314051,-9.390018,5.36,144.0922,K1III,1.239,Mon,
29997,,6.314105,69.319787,4.76,53.6481,A0Vn,0.025,Cam,
30011,,6.316382,-20.925611,5.79,537.6344,B3II/III,-0.155,CMa,
30019,,6.317178,17.325259,6.27,260.4167,B9IIIsp...,-0.094,Ori,
30028,,6.31887,-8.586012,6.22,127.0648,B9V,-0.043,Mon,
30060,,6.327052,59.010964,4.44,48.0077,A2Vs,0.032,Lyn,
30062,,6.32727,-22.103119,6.29,282.4859,K3III,1.473,CMa,
30069,,6.328043,-34.396591,5.76,125.0,B9V,-0.08,Col,
30073,,6.328555,-7.822908,5.27,267.3797,B2.5V,-0.177,Mon,
30093,,6.333222,-2.944493,4.91,142.4501,M1III,1.613,Ori,
30099,,6.334507,14.651127,5.67,181.8182,K3Ib,1.578,Ori,
30122,Furud,6.338553,-30.063367,3.02,111.1111,B2.5V,-0.16,CMa,Zet
30141,,6.3431,-23.637963,6.49,166.9449,K0III,1.132,CMa,
30143,,6.3434,-34.144144,5.55,595.2381,B3V,-0.182,Col,
30190,,6.351509,-11.817324,6.32,232.5581,K5,1.676,CMa,
30200,,6.35331,29.540816,6.41,106.7236,A1Vs,0.048,Aur,
30214,,6.356865,-11.773238,5.48,337.8378,B1Vpe SB,0.002,CMa,
30217,,6.357158,2.268522,6.3,92.3361,A4.5V,0.251,Mon,
30218,,6.357201,17.763503,6.32,131.406,G9:III:,1.1,Gem,
30247,,6.362811,53.452179,5.34,59.2066,F5III...,0.448,Aur,
30272,,6.367654,59.372099,6.05,152.207,A3V,0.153,Lyn,
30277,,6.368564,-33.4364,3.85,71.736,G7II,0.858,Col,Del
30318,,6.376776,12.570237,6.0,69.8324,F0III,0.319,Ori,
30321,,6.37729,-69.984043,5.56,189.7533,K5III,1.51,Dor,Pi-1
30324,Mirzam,6.378329,-17.955918,1.98,151.0574,B1II/III,-0.24,CMa,Bet
30342,,6.382179,-56.369969,5.6,48.2625,Am,0.242,Pic,Nu
30343,Tejat,6.382673,22.513586,2.87,71.0227,M3IIIvar,1.621,Gem,Mu
30352,,6.383741,-63.683136,6.3,337.8378,M1III,1.612,Pic,
30357,,6.385103,56.976349,6.47,152.6718,K1III,1.075,Lyn,
30376,,6.387355,-31.790312,6.31,105.3741,G8III,0.893,CMa,
30382,,6.38847,3.764489,6.41,325.7329,B3V,-0.149,Mon,
30407,,6.393311,-9.874727,6.11,446.4286,K5,1.841,Mon,
30419,,6.396135,4.592865,4.39,37.4953,A5IV,0.215,Mon,Eps
30420,,6.396151,-15.071257,6.27,448.4305,K2/K3III,1.534,CMa,
30423,,6.396367,-58.543871,6.47,103.8422,A3V,0.12,Pic,
30436,,6.398866,-25.577629,5.61,310.559,K5III,1.561,CMa,
30438,Canopus,6.399195,-52.69566,-0.62,94.7867,F0Ib,0.164,Car,Alp
30444,,6.400281,-36.707764,5.62,101.5228,K1II/III,1.027,Col,
30448,,6.400634,8.885014,6.24,348.4321,B8Vn,-0.06,Mon,
30457,,6.402867,-11.530088,5.21,106.8376,K3III,1.23,CMa,
30463,,6.40385,-60.281325,5.78,93.0233,A0V,-0.001,Pic,
30468,,6.405716,-12.961939,6.12,289.0173,B4V,-0.076,CMa,
30480,,6.407384,-63.428929,6.45,31.7561,G3III/IV,0.66,Pic,
30501,,6.412152,25.048714,6.35,245.098,K2III,1.21,Gem,
30503,,6.412193,-28.780112,6.37,21.8818,G2V,0.626,CMa,
30505,,6.41236,-40.283979,6.3,165.8375,B9V,-0.049,Col,
30517,,6.414658,16.05713,6.35,141.0437,G9III,1.063,Ori,
30520,,6.414973,49.287893,4.92,100000.0,K5Iabvar,1.905,Aur,Psi-1
30524,,6.415501,-63.828144,6.26,224.2152,B6V,-0.119,Pic,
30541,,6.420278,7.085713,6.26,826.4463,K1Iabv SB,0.85,Mon,
30545,,6.421263,-0.945883,5.88,33.5683,F8V,0.564,Mon,
30564,,6.424493,14.721992,6.3,100000.0,C5II,2.349,Ori,
30565,,6.424623,-69.690299,5.37,82.7815,G8III,0.971,Dor,Pi-2
30566,,6.425001,-35.064153,6.24,168.3502,K3III,1.353,Col,
30570,,6.425816,23.327169,6.05,150.6024,A2Vn,0.02,Gem,
30591,,6.428793,-48.176898,5.76,180.1802,B9V,-0.061,Pup,
30595,,6.42976,-3.889032,6.33,287.3563,G9III,1.018,Mon,
30602,,6.431202,11.125884,6.39,123.1527,A0,0.077,Mon,
30608,,6.433008,-7.894983,6.4,173.6111,A4V,0.145,Mon,
30627,,6.435986,-3.515691,6.42,173.0104,G5,1.039,Mon,
30651,,6.440514,56.285096,5.53,74.9625,A3m,0.238,Lyn,
30660,,6.442901,-4.5974,6.16,396.8254,B2.5V,-0.151,Mon,
30666,,6.444329,-1.507336,5.87,72.4638,A3Vn,0.07,Mon,
30669,,6.445183,-14.603429,6.32,169.7793,K0/K1III,1.242,CMa,
30675,,6.445792,-7.511936,6.35,75.4148,A0Vn,-0.061,Mon,
30679,,6.44691,58.417409,5.21,191.9386,K4III,1.538,Lyn,
30700,,6.450243,-4.355659,6.5,287.3563,B4V,-0.155,Mon,
30703,,6.451147,-58.002116,5.82,172.7116,K3III,1.279,Pic,
30706,,6.452107,-37.895507,6.48,50.4032,F3V,0.394,Col,
30711,,6.45316,-25.856496,6.05,29.8686,F8/G0V,0.545,CMa,
30717,,6.453823,0.299246,5.19,260.4167,K1II,1.186,Mon,
30720,,6.454331,-0.275999,5.55,212.3142,K5III,1.376,Mon,
30728,,6.455681,2.908288,5.55,94.4287,G9III,1.035,Mon,
30741,,6.459867,32.562946,6.43,184.8429,K0,1.264,Aur,
30769,,6.465742,20.49632,6.22,142.4501,A2Vs,0.041,Gem,
30772,,6.465992,-4.762154,5.06,333.3333,B2V,-0.175,Mon,
30788,,6.469503,-32.58007,4.47,129.8701,B4V,-0.169,CMa,Lam
30794,,6.47069,70.53532,6.03,177.9359,A4V,0.103,Cam,
30798,,6.471324,1.912679,6.48,161.5509,B9V,-0.064,Mon,
30804,,6.471893,10.303893,6.16,81.8331,K2III-IV,1.15,Mon,
30815,,6.47446,16.238386,6.24,68.918,G5,0.894,Gem,
30827,,6.476136,30.493034,5.75,100000.0,F5.5Ibv,0.779,Aur,
30836,,6.477061,-17.466009,5.76,139.8601,K0III,1.118,CMa,
30840,,6.477568,-32.371279,5.74,264.5503,B5IV,-0.16,CMa,
30849,,6.47845,-41.074877,6.32,74.5712,F2/F3V,0.39,Col,
30867,,6.480297,-7.033062,3.76,207.4689,B3Ve,-0.113,Mon,Bet
30883,,6.482719,20.212133,4.13,166.9449,B6III,-0.115,Gem,Nu
30906,,6.487448,2.646194,6.17,300.3003,M1,1.539,Mon,
30932,,6.491255,-56.852766,5.2,93.2836,K0III,1.087,Pic,
30953,,6.496969,-50.239085,5.28,51.4403,F2V,0.371,Pup,
30972,,6.500827,46.685554,5.88,187.2659,K4III,1.448,Aur,
30973,,6.500836,-65.568242,6.28,96.8054,F0III,0.329,Dor,
30986,,6.503132,-10.081511,5.92,319.4888,K0,1.373,Mon,
30988,,6.503283,-19.214889,6.44,322.5806,M0/M1III,1.683,CMa,
31024,,6.50969,-13.148172,6.16,500.0,B2III,-0.137,CMa,
31037,,6.512858,-27.769575,5.92,377.3585,B3IV/V,-0.156,CMa,
31039,,6.51309,58.162633,5.86,55.8036,K0IV,0.934,Lyn,
31056,,6.516638,-40.916253,6.19,173.3102,K3III,1.398,Col,
31066,,6.519323,11.251375,6.17,303.0303,B2V:nne,-0.116,Mon,
31068,,6.519624,-61.879545,6.15,380.2281,B3V,-0.147,Pic,
31072,,6.520304,-35.25884,5.82,188.6792,G8III+...,0.813,Col,
31079,,6.521744,-51.825953,5.58,36.914,F8V,0.534,Car,
31084,,6.523068,-12.391953,5.16,112.3596,K1III,1.262,CMa,
31086,,6.523333,-32.868548,6.31,314.4654,M4III,1.665,CMa,
31099,,6.526374,-36.940027,6.26,220.7506,M2/M3III,1.599,Col,
31105,,6.527065,15.903501,6.38,134.9528,A8V,0.275,Gem,
31119,,6.530083,11.544412,5.22,63.6537,A3V,0.185,Mon,
31121,,6.530573,-8.158235,5.43,214.1328,K2III,1.373,Mon,
31125,,6.530935,-23.418422,4.34,423.7288,B1III,-0.245,CMa,Xi-1
31137,,6.532864,-58.753835,5.69,232.0186,B9V,-0.057,Pic,Mu
31158,,6.538485,17.784349,6.26,80.2568,F6V...,0.541,Gem,
31159,,6.538668,4.855999,5.88,172.4138,K0V,0.997,Mon,
31165,,6.539271,-37.696702,5.25,83.7521,G8III,0.982,Col,
31167,,6.539758,-5.86882,5.6,41.841,F0Vnn+...,0.256,Mon,
31168,,6.539798,11.67352,6.08,210.5263,K0III,1.069,Mon,
31173,,6.540885,32.454898,5.82,80.5802,A3m + A3m,0.188,Aur,
31190,,6.54416,-32.030447,5.73,537.6344,B2V,-0.18,CMa,
31205,,6.546354,-11.166381,6.3,123.3046,K0III:...,1.096,CMa,
31216,,6.548396,7.332965,4.47,100000.0,A0Ib,0.023,Mon,
31241,,6.552844,-38.62519,6.44,150.6024,G8III,0.999,Col,
31265,,6.557304,-52.329234,6.18,183.8235,G8III,1.088,Car,
31266,,6.557409,-20.923961,6.39,98.8142,K0III+...,0.817,CMa,
31277,,6.560046,14.155163,5.57,77.0416,K2III:,1.105,Gem,
31278,,6.560534,-1.220154,5.09,169.7793,B5Vn,-0.132,Mon,
31299,,6.563745,-36.232029,5.42,120.048,K3III,1.419,Col,
31359,,6.575777,55.353042,6.45,295.858,K0III:,1.554,Lyn,
31362,,6.576481,-32.716255,5.62,161.2903,B9V,-0.085,CMa,
31385,,6.579533,7.572482,6.44,115.4734,A0Vs,-0.01,Mon,
31407,,6.58294,-52.975607,4.35,418.41,B9III,-0.021,Car,
31416,,6.584274,-22.964793,4.54,135.318,A0III,-0.035,CMa,Xi-2
31434,,6.586684,28.022314,5.26,113.3787,A0Vnn,-0.008,Aur,
31446,,6.58773,0.890216,5.78,467.2897,B8Ib,0.004,Mon,
31448,,6.588221,9.988335,5.93,469.4836,K4III,1.508,Mon,
31457,,6.590061,-36.779879,5.59,156.25,A0V,-0.13,Col,
31469,,6.591894,-22.109053,6.32,134.4086,K0III,1.03,CMa,
31509,,6.598344,-36.088632,6.36,39.604,F6V,0.486,Col,
31564,,6.606347,-18.659904,5.71,107.5269,G8/K0III+..,0.848,CMa,Nu-1
31579,,6.609121,38.4455,5.4,100000.0,C5II,2.773,Aur,
31583,,6.609814,-5.211143,5.52,230.9469,B8V,-0.082,Mon,
31592,,6.611399,-19.255879,3.95,19.7511,K1III+...,1.037,CMa,Nu-2
31593,,6.611407,-22.614732,6.35,322.5806,B3V,-0.117,CMa,
31599,,6.612944,-13.321036,5.95,210.9705,K4/K5III,1.562,CMa,
31603,,6.614243,-41.557141,6.36,483.0918,K0II,1.147,Col,
31617,,6.617191,-38.146506,6.03,110.3753,K0III,1.03,Col,
31637,,6.62051,-36.990651,5.72,350.8772,B6IV,-0.112,Col,
31646,,6.623345,6.135382,6.05,100000.0,O8e,0.018,Mon,
31650,,6.624247,24.590851,6.44,121.9512,A3V,0.101,Gem,
31662,,6.626915,10.853293,6.39,152.439,K0,1.351,Mon,
31665,,6.627332,56.857531,5.87,101.7294,A2V,0.006,Lyn,
31672,,6.627868,2.704158,6.17,135.6852,K1III,1.08,Mon,
31674,,6.627998,-12.985116,6.11,80.0,K1III:,0.994,CMa,
31676,,6.6282,61.481233,5.94,52.0562,G8IV-V,0.899,Lyn,
31681,Alhena,6.628528,16.399252,1.93,33.5121,A0IV,0.001,Gem,Gam
31685,Pipit,6.629353,-43.195934,3.17,113.8952,B8III SB,-0.103,Pup,Nu
31688,,6.629891,-32.339735,5.25,123.3046,K1III,1.177,CMa,
31697,,6.631307,4.95667,6.14,100000.0,B1Ib,0.091,Mon,
31700,,6.631506,-18.237478,4.42,129.199,K0II/III,1.137,CMa,Nu-3
31703,,6.631984,73.695636,6.26,35.9583,F2,0.396,Cam,
31711,,6.633443,-61.533387,6.15,21.2947,G1/G2V,0.624,Pic,
31733,,6.639016,-2.543897,6.14,232.5581,K2,1.47,Mon,
31736,,6.639697,-23.580321,6.48,234.192,A2V,0.664,CMa,
31737,,6.639725,28.984354,5.76,106.2699,B9npe...,-0.001,Aur,
31758,,6.643174,-16.873547,6.01,149.4768,A0IV,0.042,CMa,
31765,,6.643787,-48.220183,5.05,146.1988,G8III,0.997,Pup,
31766,,6.643941,1.613518,6.23,666.6667,O9.5II,0.086,Mon,
31771,,6.644317,39.390854,5.7,149.7006,K5III,1.367,Aur,
31789,,6.646995,39.902559,5.34,420.1681,B8III,-0.075,Aur,Psi-3
31813,,6.651472,22.030881,6.09,129.199,G9III,1.027,Gem,
31827,,6.654644,-14.145764,4.82,303.0303,K2III,1.459,CMa,
31832,,6.655507,42.488877,4.8,127.551,K3III,1.236,Aur,Psi-2
31850,,6.658745,24.600162,6.43,32.7761,F8IV,0.523,Gem,
31852,,6.6592,28.263134,6.02,258.3979,B7III,-0.087,Aur,
31859,,6.660062,-23.695662,6.05,208.3333,A0V,-0.031,CMa,
31870,,6.66185,-30.470491,5.7,73.3676,K1III,1.134,CMa,
31876,,6.663255,12.982768,5.99,78.8644,A2V,0.063,Gem,
31889,,6.666078,44.014114,6.35,212.3142,K1III,1.222,Aur,
31897,,6.667474,-80.813593,5.61,126.9036,A5III,0.214,Men,Zet
31940,,6.674679,77.995782,5.75,214.1328,K5III,1.488,Cam,
31946,,6.675624,71.748786,5.88,237.5297,K0III,1.223,Cam,
31977,,6.68266,-71.775192,6.5,132.4503,K1IIICN...,1.11,Vol,
31978,,6.682961,9.895754,4.66,281.6901,O7,-0.233,Mon,
31992,,6.684845,0.495323,5.79,384.6154,B8III,-0.094,Mon,
32007,,6.68727,-40.349847,6.16,355.8719,B4V,-0.146,Pup,
32012,,6.688117,11.003197,6.19,100000.0,M1III,1.675,Mon,
32019,,6.689138,28.196638,6.45,632.9114,G5Ib,1.09,Gem,
32020,,6.689428,16.39765,6.28,276.2431,A1V,-0.016,Gem,
32040,,6.693822,35.931928,6.48,83.8223,F8III,0.509,Aur,
32064,,6.698996,-9.167537,5.21,105.5966,M0III,1.525,Mon,
32067,,6.699786,6.345425,6.36,854.7009,O6,-0.084,Mon,
32091,,6.704551,-38.398791,6.28,82.9187,A+...,0.346,Pup,
32104,,6.706757,17.645303,5.2,43.63,A2V,0.063,Gem,
32144,,6.712791,-22.44859,6.26,54.3183,F2V,0.321,CMa,
